,Image,Category,Activity,Train
14249,009725422.jpg,,,0.0
14250,085562768.jpg,,,0.0
14251,047998307.jpg,,,0.0
14252,082715020.jpg,,,0.0
14253,081712728.jpg,,,0.0
14254,091599200.jpg,sports,frisbee,1.0
14255,029785001.jpg,sports,frisbee,1.0
14256,094979935.jpg,sports,frisbee,1.0
14257,015166696.jpg,sports,frisbee,1.0
14258,008196878.jpg,sports,frisbee,1.0
14259,043161552.jpg,sports,frisbee,1.0
14260,082832297.jpg,sports,frisbee,1.0
14261,047342113.jpg,sports,frisbee,1.0
14262,082928668.jpg,sports,frisbee,1.0
14263,072968681.jpg,sports,frisbee,1.0
14264,020942839.jpg,sports,frisbee,1.0
14265,094888162.jpg,sports,frisbee,1.0
14266,006078117.jpg,sports,frisbee,1.0
14267,089827971.jpg,sports,frisbee,1.0
14268,030444345.jpg,sports,frisbee,1.0
14269,050014808.jpg,sports,frisbee,1.0
14270,042235187.jpg,sports,frisbee,1.0
14271,017183456.jpg,sports,frisbee,1.0
14272,035814687.jpg,sports,frisbee,1.0
14273,019293444.jpg,sports,frisbee,1.0
14274,020388648.jpg,sports,frisbee,1.0
14275,018705684.jpg,sports,frisbee,1.0
14276,048901738.jpg,sports,frisbee,1.0
14277,079793137.jpg,sports,frisbee,1.0
14278,056897003.jpg,sports,frisbee,1.0
14279,089320659.jpg,sports,frisbee,1.0
14280,063654449.jpg,sports,frisbee,1.0
14281,068934012.jpg,sports,frisbee,1.0
14282,066760723.jpg,sports,frisbee,1.0
14283,044945919.jpg,sports,frisbee,1.0
14284,068933882.jpg,sports,frisbee,1.0
14285,006970775.jpg,sports,frisbee,1.0
14286,085985147.jpg,sports,frisbee,1.0
14287,077781214.jpg,sports,frisbee,1.0
14288,024522996.jpg,sports,frisbee,1.0
14289,076803245.jpg,sports,frisbee,1.0
14290,001264260.jpg,,,0.0
14291,021724657.jpg,,,0.0
14292,006513724.jpg,,,0.0
14293,078022692.jpg,,,0.0
14294,075587415.jpg,,,0.0
14295,081363602.jpg,,,0.0
14296,000448169.jpg,,,0.0
14297,050123273.jpg,,,0.0
14298,070483620.jpg,,,0.0
14299,015540113.jpg,,,0.0
14300,064979073.jpg,,,0.0
14301,008411010.jpg,,,0.0
14302,018132586.jpg,,,0.0
14303,047579681.jpg,,,0.0
14304,065356515.jpg,,,0.0
14305,014586913.jpg,,,0.0
14306,018522333.jpg,,,0.0
14307,020444637.jpg,,,0.0
14308,023870080.jpg,,,0.0
14309,022655385.jpg,,,0.0
14310,039514911.jpg,,,0.0
14311,065378965.jpg,,,0.0
14312,043803178.jpg,,,0.0
14313,077597391.jpg,,,0.0
14314,071926851.jpg,,,0.0
14315,012652691.jpg,,,0.0
14316,004884162.jpg,,,0.0
14317,087794156.jpg,,,0.0
14318,007983107.jpg,sports,frisbee,1.0
14319,014833918.jpg,sports,frisbee,1.0
14320,002213328.jpg,sports,frisbee,1.0
14321,062833637.jpg,sports,frisbee,1.0
14322,058237056.jpg,sports,frisbee,1.0
14323,098690367.jpg,,,0.0
14324,088693240.jpg,,,0.0
14325,041084318.jpg,,,0.0
14326,037158584.jpg,,,0.0
14327,029685203.jpg,,,0.0
14328,015240692.jpg,,,0.0
14329,013808366.jpg,,,0.0
14330,013228371.jpg,,,0.0
14331,011411476.jpg,,,0.0
14332,024051204.jpg,,,0.0
14333,030666863.jpg,sports,frisbee,1.0
14334,096157897.jpg,sports,frisbee,1.0
14335,057847325.jpg,sports,frisbee,1.0
14336,098759577.jpg,sports,frisbee,1.0
14337,037246695.jpg,sports,frisbee,1.0
14338,045762663.jpg,sports,frisbee,1.0
14339,032457866.jpg,sports,frisbee,1.0
14340,018288765.jpg,sports,frisbee,1.0
14341,014316471.jpg,sports,frisbee,1.0
14342,094507920.jpg,sports,frisbee,1.0
14343,098681068.jpg,sports,frisbee,1.0
14344,004490950.jpg,sports,frisbee,1.0
14345,015034587.jpg,sports,frisbee,1.0
14346,042352409.jpg,sports,frisbee,1.0
14347,018633348.jpg,home repair,scraping and painting sailboat or powerboat,1.0
14348,036388039.jpg,home repair,scraping and painting sailboat or powerboat,1.0
14349,012909635.jpg,home repair,scraping and painting sailboat or powerboat,1.0
14350,045651176.jpg,home repair,scraping and painting sailboat or powerboat,1.0
14351,027169462.jpg,home activities,playing with children,1.0
14352,035190506.jpg,home activities,playing with children,1.0
14353,009431265.jpg,home activities,playing with children,1.0
14354,042812805.jpg,home activities,playing with children,1.0
14355,098325761.jpg,home activities,playing with children,1.0
14356,032883305.jpg,bicycling,"bicycling, general",1.0
14357,087642927.jpg,,,0.0
14358,084319914.jpg,,,0.0
14359,095205842.jpg,,,0.0
14360,079010951.jpg,,,0.0
14361,065959683.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14362,085658444.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14363,007564468.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14364,046283066.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14365,098925624.jpg,home activities,playing with children,1.0
14366,076960015.jpg,home activities,playing with children,1.0
14367,096207538.jpg,home activities,playing with children,1.0
14368,077963436.jpg,home activities,playing with children,1.0
14369,087488197.jpg,home activities,playing with children,1.0
14370,070652963.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14371,076050200.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14372,052317801.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14373,092423770.jpg,home activities,playing with children,1.0
14374,082503891.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14375,084388497.jpg,,,0.0
14376,067300910.jpg,,,0.0
14377,030457995.jpg,,,0.0
14378,003562980.jpg,,,0.0
14379,093565513.jpg,,,0.0
14380,058612035.jpg,,,0.0
14381,029814297.jpg,,,0.0
14382,014913511.jpg,,,0.0
14383,082952317.jpg,,,0.0
14384,083652019.jpg,,,0.0
14385,081450797.jpg,walking,"loading unloading a car, implied walking",1.0
14386,064508269.jpg,walking,"loading unloading a car, implied walking",1.0
14387,036601539.jpg,walking,"loading unloading a car, implied walking",1.0
14388,030407028.jpg,walking,"loading unloading a car, implied walking",1.0
14389,000855477.jpg,walking,"loading unloading a car, implied walking",1.0
14390,083360756.jpg,walking,"loading unloading a car, implied walking",1.0
14391,008743270.jpg,walking,"loading unloading a car, implied walking",1.0
14392,063075500.jpg,walking,"loading unloading a car, implied walking",1.0
14393,050407495.jpg,walking,"loading unloading a car, implied walking",1.0
14394,052668936.jpg,,,0.0
14395,092671285.jpg,,,0.0
14396,003161501.jpg,,,0.0
14397,077339222.jpg,,,0.0
14398,005205240.jpg,,,0.0
14399,003815361.jpg,,,0.0
14400,042981770.jpg,winter activities,"skiing, general",1.0
14401,006307517.jpg,winter activities,"skiing, general",1.0
14402,078914395.jpg,winter activities,"skiing, general",1.0
14403,052956309.jpg,winter activities,"skiing, general",1.0
14404,002903878.jpg,winter activities,"skiing, downhill",1.0
14405,004050069.jpg,walking,"loading unloading a car, implied walking",1.0
14406,061266853.jpg,walking,"loading unloading a car, implied walking",1.0
14407,080611182.jpg,walking,"loading unloading a car, implied walking",1.0
14408,043779953.jpg,walking,"loading unloading a car, implied walking",1.0
14409,055458067.jpg,walking,"loading unloading a car, implied walking",1.0
14410,079982945.jpg,walking,"loading unloading a car, implied walking",1.0
14411,061050617.jpg,walking,"loading unloading a car, implied walking",1.0
14412,022476024.jpg,walking,"loading unloading a car, implied walking",1.0
14413,061305203.jpg,walking,"loading unloading a car, implied walking",1.0
14414,062827946.jpg,walking,"loading unloading a car, implied walking",1.0
14415,073410698.jpg,walking,"loading unloading a car, implied walking",1.0
14416,062087419.jpg,walking,"loading unloading a car, implied walking",1.0
14417,096924213.jpg,walking,"loading unloading a car, implied walking",1.0
14418,019728831.jpg,walking,"loading unloading a car, implied walking",1.0
14419,095109068.jpg,walking,"loading unloading a car, implied walking",1.0
14420,053833949.jpg,walking,"loading unloading a car, implied walking",1.0
14421,067195614.jpg,walking,"loading unloading a car, implied walking",1.0
14422,009946160.jpg,walking,"loading unloading a car, implied walking",1.0
14423,038057594.jpg,walking,"loading unloading a car, implied walking",1.0
14424,076937915.jpg,walking,"loading unloading a car, implied walking",1.0
14425,070691102.jpg,walking,"loading unloading a car, implied walking",1.0
14426,004013939.jpg,walking,"loading unloading a car, implied walking",1.0
14427,054659426.jpg,walking,"loading unloading a car, implied walking",1.0
14428,008827819.jpg,,,0.0
14429,099585643.jpg,,,0.0
14430,089729659.jpg,,,0.0
14431,002108066.jpg,,,0.0
14432,085864958.jpg,,,0.0
14433,091942960.jpg,,,0.0
14434,035354822.jpg,,,0.0
14435,071950166.jpg,,,0.0
14436,044210375.jpg,,,0.0
14437,065523248.jpg,,,0.0
14438,034031740.jpg,,,0.0
14439,032255924.jpg,,,0.0
14440,042443389.jpg,,,0.0
14441,014556776.jpg,,,0.0
14442,083113896.jpg,,,0.0
14443,034869790.jpg,,,0.0
14444,040014955.jpg,,,0.0
14445,049662381.jpg,,,0.0
14446,054425391.jpg,,,0.0
14447,095649812.jpg,,,0.0
14448,088672638.jpg,,,0.0
14449,016946671.jpg,,,0.0
14450,047321503.jpg,,,0.0
14451,097129623.jpg,,,0.0
14452,037236630.jpg,,,0.0
14453,037157311.jpg,,,0.0
14454,019503023.jpg,,,0.0
14455,011432311.jpg,,,0.0
14456,074030479.jpg,,,0.0
14457,077003047.jpg,,,0.0
14458,096901296.jpg,,,0.0
14459,077341821.jpg,,,0.0
14460,024335249.jpg,,,0.0
14461,004011658.jpg,,,0.0
14462,098543738.jpg,,,0.0
14463,034045070.jpg,,,0.0
14464,031197154.jpg,,,0.0
14465,090595521.jpg,,,0.0
14466,058509990.jpg,,,0.0
14467,021487117.jpg,,,0.0
14468,088909624.jpg,,,0.0
14469,099336086.jpg,,,0.0
14470,008667856.jpg,,,0.0
14471,086225163.jpg,,,0.0
14472,039051570.jpg,,,0.0
14473,052407245.jpg,conditioning exercise,circuit training,1.0
14474,091481598.jpg,conditioning exercise,circuit training,1.0
14475,097337920.jpg,conditioning exercise,circuit training,1.0
14476,026216391.jpg,conditioning exercise,circuit training,1.0
14477,021285077.jpg,conditioning exercise,circuit training,1.0
14478,008051656.jpg,conditioning exercise,circuit training,1.0
14479,056179785.jpg,conditioning exercise,circuit training,1.0
14480,001360440.jpg,conditioning exercise,circuit training,1.0
14481,041189830.jpg,conditioning exercise,circuit training,1.0
14482,007338402.jpg,conditioning exercise,circuit training,1.0
14483,040522578.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14484,003993219.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14485,083521726.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14486,020973899.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14487,032830871.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14488,087004800.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14489,074626606.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14490,021903836.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14491,007189942.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14492,071567378.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14493,039070255.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14494,076608000.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14495,044529477.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14496,034600241.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14497,045120541.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14498,074855899.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14499,090222029.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14500,004976720.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14501,052411154.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14502,003283543.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14503,046840955.jpg,conditioning exercise,"video exercise workouts, TV conditioning programs",1.0
14504,088528283.jpg,conditioning exercise,circuit training,1.0
14505,036159027.jpg,conditioning exercise,circuit training,1.0
14506,093245042.jpg,conditioning exercise,circuit training,1.0
14507,063060847.jpg,conditioning exercise,circuit training,1.0
14508,093415534.jpg,conditioning exercise,circuit training,1.0
14509,075716663.jpg,conditioning exercise,circuit training,1.0
14510,010343517.jpg,conditioning exercise,circuit training,1.0
14511,023115137.jpg,conditioning exercise,circuit training,1.0
14512,039417045.jpg,conditioning exercise,circuit training,1.0
14513,017010688.jpg,conditioning exercise,circuit training,1.0
14514,049491160.jpg,conditioning exercise,circuit training,1.0
14515,047136816.jpg,conditioning exercise,circuit training,1.0
14516,095625920.jpg,conditioning exercise,circuit training,1.0
14517,043372788.jpg,conditioning exercise,circuit training,1.0
14518,078562680.jpg,conditioning exercise,circuit training,1.0
14519,094191054.jpg,,,0.0
14520,087698883.jpg,,,0.0
14521,020866762.jpg,,,0.0
14522,049602989.jpg,,,0.0
14523,034773978.jpg,,,0.0
14524,039985870.jpg,,,0.0
14525,036080683.jpg,,,0.0
14526,082635921.jpg,,,0.0
14527,045213906.jpg,,,0.0
14528,052369433.jpg,,,0.0
14529,098244736.jpg,,,0.0
14530,005997927.jpg,,,0.0
14531,048795764.jpg,,,0.0
14532,077406171.jpg,,,0.0
14533,015116196.jpg,,,0.0
14534,061153159.jpg,,,0.0
14535,023946478.jpg,,,0.0
14536,086740411.jpg,,,0.0
14537,032709967.jpg,,,0.0
14538,032906282.jpg,,,0.0
14539,059819388.jpg,walking,"loading unloading a car, implied walking",1.0
14540,018356291.jpg,walking,"loading unloading a car, implied walking",1.0
14541,028488864.jpg,walking,"loading unloading a car, implied walking",1.0
14542,041663185.jpg,walking,"loading unloading a car, implied walking",1.0
14543,035363786.jpg,walking,"loading unloading a car, implied walking",1.0
14544,052487722.jpg,,,0.0
14545,059964014.jpg,,,0.0
14546,056666745.jpg,,,0.0
14547,065416831.jpg,,,0.0
14548,030774952.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
14549,012642623.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
14550,076080754.jpg,home activities,"food shopping with or without a grocery cart, standing or walking",1.0
14551,085078038.jpg,walking,"loading unloading a car, implied walking",1.0
14552,025700623.jpg,home activities,playing with children,1.0
14553,040709196.jpg,home activities,playing with children,1.0
14554,049856922.jpg,home activities,playing with children,1.0
14555,053332684.jpg,home activities,playing with children,1.0
14556,065949017.jpg,home activities,playing with children,1.0
14557,004160323.jpg,,,0.0
14558,072147708.jpg,,,0.0
14559,006197101.jpg,,,0.0
14560,046828857.jpg,,,0.0
14561,082767114.jpg,,,0.0
14562,045121531.jpg,,,0.0
14563,014908975.jpg,,,0.0
14564,098503385.jpg,,,0.0
14565,088928546.jpg,,,0.0
14566,077131363.jpg,,,0.0
14567,041151160.jpg,home activities,playing with children,1.0
14568,018384573.jpg,home activities,playing with children,1.0
14569,094141118.jpg,home activities,playing with children,1.0
14570,053235113.jpg,home activities,playing with children,1.0
14571,085235546.jpg,,,0.0
14572,034209501.jpg,,,0.0
14573,033528832.jpg,,,0.0
14574,098554048.jpg,,,0.0
14575,052183305.jpg,,,0.0
14576,014069542.jpg,,,0.0
14577,021967468.jpg,,,0.0
14578,048194428.jpg,,,0.0
14579,004247091.jpg,,,0.0
14580,046253399.jpg,,,0.0
14581,041894084.jpg,,,0.0
14582,077933627.jpg,,,0.0
14583,035494196.jpg,miscellaneous,"standing, miscellaneous",1.0
14584,098254876.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14585,018076992.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14586,059098668.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14587,008969930.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14588,073386398.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14589,099475369.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14590,081913864.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14591,055570354.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14592,048474136.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14593,083502996.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14594,093597408.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14595,098920653.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14596,039653923.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14597,099091747.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14598,015592625.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14599,025354978.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14600,008901612.jpg,miscellaneous,"standing, miscellaneous",1.0
14601,027173852.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14602,076793755.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14603,085292436.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14604,077889265.jpg,,,0.0
14605,063106578.jpg,,,0.0
14606,051396651.jpg,,,0.0
14607,070870429.jpg,,,0.0
14608,039083355.jpg,,,0.0
14609,084130835.jpg,,,0.0
14610,067719009.jpg,,,0.0
14611,069780470.jpg,,,0.0
14612,053593599.jpg,,,0.0
14613,088522898.jpg,,,0.0
14614,025201473.jpg,,,0.0
14615,038114765.jpg,miscellaneous,"standing, miscellaneous",1.0
14616,077764257.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14617,049274890.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
14618,088921401.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14619,034639932.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14620,036933017.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14621,088873579.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14622,046437032.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14623,051612458.jpg,,,0.0
14624,033276372.jpg,,,0.0
14625,027666994.jpg,,,0.0
14626,065594871.jpg,,,0.0
14627,011984066.jpg,occupation,horse racing,1.0
14628,087927264.jpg,occupation,"farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing,",1.0
14629,077920314.jpg,occupation,horse racing,1.0
14630,019074826.jpg,miscellaneous,"standing, miscellaneous",1.0
14631,069401995.jpg,occupation,"farming, driving tasks (e.g., driving tractor or harvester)",1.0
14632,060263292.jpg,lawn and garden,clearing brush,1.0
14633,018453505.jpg,lawn and garden,clearing brush,1.0
14634,027320351.jpg,lawn and garden,clearing brush,1.0
14635,040898650.jpg,lawn and garden,clearing brush,1.0
14636,069924274.jpg,lawn and garden,clearing brush,1.0
14637,063872341.jpg,lawn and garden,clearing brush,1.0
14638,053223485.jpg,lawn and garden,clearing brush,1.0
14639,076841054.jpg,lawn and garden,clearing brush,1.0
14640,075793774.jpg,lawn and garden,clearing brush,1.0
14641,061785915.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14642,078699008.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14643,033426337.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14644,088124953.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14645,061491009.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14646,082236351.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14647,054627910.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14648,021843824.jpg,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow",1.0
14649,054241013.jpg,,,0.0
14650,037111166.jpg,,,0.0
14651,069749904.jpg,,,0.0
14652,047579379.jpg,,,0.0
14653,083611280.jpg,,,0.0
14654,067807251.jpg,,,0.0
14655,068454443.jpg,,,0.0
14656,021715533.jpg,,,0.0
14657,098424977.jpg,,,0.0
14658,084167521.jpg,,,0.0
14659,078900488.jpg,miscellaneous,"standing, talking in person",1.0
14660,033021523.jpg,miscellaneous,"standing, talking in person",1.0
14661,053563165.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14662,013710319.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14663,053847598.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14664,014588925.jpg,miscellaneous,"standing, talking in person",1.0
14665,055303784.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14666,064872188.jpg,,,0.0
14667,039019597.jpg,,,0.0
14668,049854488.jpg,,,0.0
14669,087565339.jpg,,,0.0
14670,010856314.jpg,,,0.0
14671,079173289.jpg,,,0.0
14672,017075455.jpg,,,0.0
14673,003670798.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
14674,018557460.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
14675,076504319.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14676,040512607.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14677,087252052.jpg,sports,"children_s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball",1.0
14678,052470754.jpg,lawn and garden,"weeding, cultivating garden",1.0
14679,002225035.jpg,lawn and garden,"weeding, cultivating garden",1.0
14680,071671361.jpg,lawn and garden,"weeding, cultivating garden",1.0
14681,011023291.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
14682,078937963.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
14683,016810255.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
14684,034544639.jpg,lawn and garden,planting trees,1.0
14685,076127143.jpg,sports,horseback riding,1.0
14686,095423136.jpg,sports,horseback riding,1.0
14687,037143395.jpg,sports,horseback riding,1.0
14688,082940022.jpg,sports,horseback riding,1.0
14689,019079227.jpg,sports,horseback riding,1.0
14690,080717977.jpg,sports,horseback riding,1.0
14691,065749406.jpg,sports,horseback riding,1.0
14692,019274351.jpg,sports,horseback riding,1.0
14693,030250396.jpg,sports,horseback riding,1.0
14694,013177089.jpg,sports,horseback riding,1.0
14695,038296701.jpg,sports,horseback riding,1.0
14696,020364864.jpg,sports,horseback riding,1.0
14697,064399795.jpg,sports,horseback riding,1.0
14698,099450510.jpg,,,0.0
14699,001200916.jpg,,,0.0
14700,054091981.jpg,,,0.0
14701,057366660.jpg,,,0.0
14702,091420879.jpg,,,0.0
14703,050600533.jpg,,,0.0
14704,054370142.jpg,,,0.0
14705,047165280.jpg,sports,horseback riding,1.0
14706,026890430.jpg,sports,horseback riding,1.0
14707,005602913.jpg,sports,horseback riding,1.0
14708,040865768.jpg,sports,horseback riding,1.0
14709,005259147.jpg,sports,horseback riding,1.0
14710,055049247.jpg,sports,horseback riding,1.0
14711,030729364.jpg,sports,horseback riding,1.0
14712,053360240.jpg,sports,horseback riding,1.0
14713,013429696.jpg,sports,horseback riding,1.0
14714,093262997.jpg,sports,horseback riding,1.0
14715,089452124.jpg,sports,horseback riding,1.0
14716,018999651.jpg,sports,horseback riding,1.0
14717,034344428.jpg,sports,horseback riding,1.0
14718,061349277.jpg,sports,horseback riding,1.0
14719,009568621.jpg,sports,horseback riding,1.0
14720,035456782.jpg,sports,horseback riding,1.0
14721,025111229.jpg,sports,horseback riding,1.0
14722,091551673.jpg,sports,horseback riding,1.0
14723,085251064.jpg,sports,horseback riding,1.0
14724,057983274.jpg,sports,horseback riding,1.0
14725,052034634.jpg,,,0.0
14726,093072579.jpg,,,0.0
14727,093242778.jpg,,,0.0
14728,096933013.jpg,,,0.0
14729,012537888.jpg,,,0.0
14730,016055781.jpg,,,0.0
14731,067673670.jpg,sports,horseback riding,1.0
14732,054143448.jpg,sports,horseback riding,1.0
14733,001846590.jpg,sports,horseback riding,1.0
14734,006197504.jpg,sports,horseback riding,1.0
14735,088808038.jpg,sports,horseback riding,1.0
14736,086887080.jpg,sports,horseback riding,1.0
14737,035727092.jpg,sports,horseback riding,1.0
14738,089105062.jpg,occupation,"carpentry, general",1.0
14739,059367507.jpg,occupation,"carpentry, general",1.0
14740,080590565.jpg,occupation,"carpentry, general",1.0
14741,042743107.jpg,occupation,"carpentry, general",1.0
14742,011339833.jpg,occupation,"carpentry, general",1.0
14743,043372706.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14744,045729980.jpg,occupation,"carpentry, general",1.0
14745,055094419.jpg,occupation,"carpentry, general",1.0
14746,010558271.jpg,occupation,"carpentry, general",1.0
14747,099140186.jpg,occupation,"carpentry, general",1.0
14748,024413682.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14749,019855240.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14750,052680292.jpg,home repair,"carpentry, general, workshop (Taylor Code 620)",1.0
14751,053720818.jpg,occupation,"carpentry, general",1.0
14752,043982074.jpg,occupation,"carpentry, general",1.0
14753,077189215.jpg,,,0.0
14754,051665440.jpg,,,0.0
14755,060969546.jpg,,,0.0
14756,072374639.jpg,,,0.0
14757,002502510.jpg,,,0.0
14758,057064418.jpg,,,0.0
14759,088419447.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
14760,001738874.jpg,occupation,"carpentry, general",1.0
14761,040518210.jpg,occupation,"carpentry, general",1.0
14762,092622745.jpg,occupation,"carpentry, general",1.0
14763,035315440.jpg,inactivity quiet/light,"standing quietly, standing in a line",1.0
14764,045872882.jpg,occupation,"carpentry, general",1.0
14765,098154139.jpg,occupation,"carpentry, general",1.0
14766,019932386.jpg,occupation,"carpentry, general",1.0
14767,006525519.jpg,occupation,"carpentry, general",1.0
14768,085942259.jpg,occupation,"carpentry, general",1.0
14769,086846534.jpg,occupation,"carpentry, general",1.0
14770,047207783.jpg,,,0.0
14771,051420717.jpg,,,0.0
14772,083580637.jpg,,,0.0
